-0.0401554,0.0486746,0.024319,
-0.0408,0.0473471,0.029047,
-0.0414386,0.046032,0.0337312,
-0.0423168,0.0442233,0.0401727,
-0.0430553,0.0428167,0.0452585,
-0.0437007,0.0413771,0.0503426,
-0.0443761,0.0399976,0.0552603,
-0.045023,0.038654,0.0600412,
-0.045926,0.0368434,0.0665091,
-0.0465351,0.0355169,0.0712056,
-0.0471904,0.0341905,0.0759388,
-0.0440108,0.0494768,0.0240186,
-0.0446547,0.048153,0.0287478,
-0.0452933,0.0468379,0.0334319,
-0.0461715,0.0450293,0.0398734,
-0.046913,0.0436107,0.0449555,
-0.0475577,0.0421746,0.0500407,
-0.0482331,0.0407947,0.0549583,
-0.0488799,0.0394515,0.0597393,
-0.0497825,0.0376392,0.0662068,
-0.0504271,0.0363117,0.0709348,
-0.0510473,0.0349879,0.0756369,
-0.0479184,0.0500697,0.0236523,
-0.048563,0.0487422,0.0283803,
-0.0492016,0.047427,0.0330645,
-0.0500798,0.0456184,0.039506,
-0.0508218,0.0441963,0.0445871,
-0.051466,0.0427637,0.0496733,
-0.0521415,0.0413835,0.0545908,
-0.0527882,0.0400406,0.0593718,
-0.0536702,0.0382243,0.065841,
-0.0542786,0.0369023,0.0705389,
-0.0549556,0.035577,0.0752694,
-0.0554532,0.0462598,0.0363231,
-0.0560794,0.044925,0.0410788,
-0.0569305,0.043395,0.0465201,
-0.0576082,0.0419995,0.0514906,
-0.0582497,0.0405264,0.0568162,
-0.0588657,0.0392957,0.0613092,
-0.0599706,0.0456596,0.0355387,
-0.060597,0.0443301,0.0402959,
-0.0614465,0.0427735,0.0457299,
-0.0621241,0.0413779,0.0507004,
-0.0627524,0.0398854,0.0560223,
-0.0633754,0.0386477,0.0605125,
-0.0628505,0.0424009,0.0342311,
-0.0634935,0.0410869,0.0389904,
-0.0656438,0.0366484,0.0547193,
-0.0662553,0.035389,0.0592049,
-0.0640425,0.0384134,0.032949,
-0.0646864,0.0370996,0.0377082,
-0.0668357,0.0326609,0.0534372,
-0.0674473,0.0314014,0.0579228,
-0.0646984,0.0346729,0.0318093,
-0.0653428,0.0333592,0.0365685,
-0.0675225,0.0288243,0.0522664,
-0.068134,0.0275649,0.056752,
-0.0653418,0.0304558,0.0305376,
-0.0659868,0.0291422,0.0352967,
-0.0681351,0.0247033,0.0510258,
-0.0687466,0.0234438,0.0555114,
-0.0658518,0.026218,0.0292782,
-0.0664977,0.0249045,0.0340373,
-0.0686451,0.0204655,0.0497664,
-0.0692566,0.019206,0.054252,
0.0445257,-0.0184094,0.100412,
0.0443914,-0.0157354,0.0959793,
0.0442614,-0.0131449,0.0916853,
0.0440935,-0.00980032,0.0861413,
0.0490824,-0.0188705,0.0999958,
