-5.433500000000000135e-02,9.199999999999999845e-02,7.047699999999999798e-02
-4.647899999999999948e-02,9.148399999999999588e-02,7.074999999999999345e-02
-4.014899999999999719e-02,9.099599999999999356e-02,7.088999999999999468e-02
-3.381900000000000184e-02,9.050800000000000511e-02,7.102999999999999592e-02
-5.298800000000000038e-02,9.131999999999999840e-02,7.648399999999999643e-02
-4.665899999999999909e-02,9.083199999999999608e-02,7.662399999999999767e-02
-4.032999999999999780e-02,9.034399999999999376e-02,7.676299999999999790e-02
-3.400000000000000244e-02,8.985700000000000631e-02,7.690299999999999914e-02
-5.313899999999999874e-02,9.272400000000000087e-02,8.819200000000000650e-02
-4.680900000000000338e-02,9.223599999999999854e-02,8.833199999999999386e-02
-4.048000000000000209e-02,9.174899999999999722e-02,8.847199999999999509e-02
-3.414999999999999980e-02,9.126099999999999490e-02,8.861199999999999632e-02
-3.411700000000000149e-02,9.328400000000000580e-02,9.416700000000000070e-02
-4.327099999999999697e-02,9.336200000000000054e-02,1.122820000000000068e-01
-4.710500000000000104e-02,9.317999999999999894e-02,1.121680000000000038e-01
-4.617299999999999877e-02,4.801799999999999818e-02,1.112849999999999950e-01
-4.558999999999999858e-02,5.457300000000000345e-02,1.127770000000000022e-01
-5.011899999999999689e-02,4.841100000000000264e-02,1.111010000000000053e-01
-4.953500000000000264e-02,5.496499999999999997e-02,1.125929999999999986e-01
-5.546000000000000235e-02,5.288899999999999851e-02,1.126759999999999984e-01
-1.075800000000000020e-02,9.299399999999999333e-02,7.339400000000000091e-02
-4.446000000000000299e-03,9.243300000000000127e-02,7.298799999999999732e-02
1.864999999999999904e-03,9.187199999999999533e-02,7.258100000000000662e-02
8.177999999999999506e-03,9.131000000000000227e-02,7.217400000000000204e-02
-1.034700000000000029e-02,9.335000000000000242e-02,7.928100000000000425e-02
-4.035000000000000392e-03,9.278899999999999648e-02,7.887399999999999967e-02
2.276999999999999944e-03,9.222700000000000342e-02,7.846699999999999509e-02
8.588000000000000148e-03,9.166599999999999748e-02,7.806000000000000438e-02
9.067999999999999672e-03,9.288599999999999635e-02,8.382799999999999974e-02
2.076999999999999853e-03,9.534299999999999720e-02,1.065699999999999981e-01
3.196000000000000056e-03,5.205599999999999811e-02,1.122800000000000048e-01
-7.240000000000000342e-04,5.252400000000000124e-02,1.121670000000000028e-01
-4.666000000000000009e-03,5.297999999999999932e-02,1.122780000000000028e-01
4.356499999999999956e-02,5.140000000000000124e-02,9.196100000000000108e-02
4.356499999999999956e-02,5.140000000000000124e-02,8.752400000000000457e-02
4.356499999999999956e-02,5.140000000000000124e-02,8.308699999999999419e-02
4.356499999999999956e-02,5.140000000000000124e-02,7.864999999999999769e-02
4.356499999999999956e-02,5.140000000000000124e-02,7.421300000000000119e-02
3.625300000000000050e-02,5.140000000000000124e-02,9.196100000000000108e-02
3.625300000000000050e-02,5.140000000000000124e-02,8.752400000000000457e-02
3.625300000000000050e-02,5.140000000000000124e-02,8.308699999999999419e-02
3.625300000000000050e-02,5.140000000000000124e-02,7.864999999999999769e-02
3.625300000000000050e-02,5.140000000000000124e-02,7.421300000000000119e-02
2.894100000000000145e-02,5.140000000000000124e-02,9.196100000000000108e-02
2.894100000000000145e-02,5.140000000000000124e-02,8.752400000000000457e-02
2.894100000000000145e-02,5.140000000000000124e-02,8.308699999999999419e-02
2.894100000000000145e-02,5.140000000000000124e-02,7.864999999999999769e-02
2.894100000000000145e-02,5.140000000000000124e-02,7.421300000000000119e-02
2.162899999999999892e-02,5.140000000000000124e-02,9.196100000000000108e-02
2.162899999999999892e-02,5.140000000000000124e-02,8.752400000000000457e-02
2.162899999999999892e-02,5.140000000000000124e-02,8.308699999999999419e-02
2.162899999999999892e-02,5.140000000000000124e-02,7.864999999999999769e-02
2.162899999999999892e-02,5.140000000000000124e-02,7.421300000000000119e-02
1.431699999999999987e-02,5.140000000000000124e-02,9.196100000000000108e-02
1.431699999999999987e-02,5.140000000000000124e-02,8.752400000000000457e-02
1.431699999999999987e-02,5.140000000000000124e-02,8.308699999999999419e-02
1.431699999999999987e-02,5.140000000000000124e-02,7.864999999999999769e-02
1.431699999999999987e-02,5.140000000000000124e-02,7.421300000000000119e-02
7.003999999999999809e-03,5.140000000000000124e-02,9.196100000000000108e-02
7.003999999999999809e-03,5.140000000000000124e-02,8.752400000000000457e-02
7.003999999999999809e-03,5.140000000000000124e-02,8.308699999999999419e-02
7.003999999999999809e-03,5.140000000000000124e-02,7.864999999999999769e-02
7.003999999999999809e-03,5.140000000000000124e-02,7.421300000000000119e-02
-4.079999999999999968e-04,5.140000000000000124e-02,9.196100000000000108e-02
-4.079999999999999968e-04,5.140000000000000124e-02,8.752400000000000457e-02
-4.079999999999999968e-04,5.140000000000000124e-02,8.308699999999999419e-02
-4.079999999999999968e-04,5.140000000000000124e-02,7.864999999999999769e-02
-4.079999999999999968e-04,5.140000000000000124e-02,7.421300000000000119e-02
-7.720000000000000299e-03,5.140000000000000124e-02,9.196100000000000108e-02
-7.720000000000000299e-03,5.140000000000000124e-02,8.752400000000000457e-02
-7.720000000000000299e-03,5.140000000000000124e-02,8.308699999999999419e-02
-7.720000000000000299e-03,5.140000000000000124e-02,7.864999999999999769e-02
-7.720000000000000299e-03,5.140000000000000124e-02,7.421300000000000119e-02
-1.503200000000000022e-02,5.140000000000000124e-02,9.196100000000000108e-02
-1.503200000000000022e-02,5.140000000000000124e-02,8.752400000000000457e-02
-1.503200000000000022e-02,5.140000000000000124e-02,8.308699999999999419e-02
-1.503200000000000022e-02,5.140000000000000124e-02,7.864999999999999769e-02
-1.503200000000000022e-02,5.140000000000000124e-02,7.421300000000000119e-02
-2.234399999999999928e-02,5.140000000000000124e-02,9.196100000000000108e-02
-2.234399999999999928e-02,5.140000000000000124e-02,8.752400000000000457e-02
-2.234399999999999928e-02,5.140000000000000124e-02,8.308699999999999419e-02
-2.234399999999999928e-02,5.140000000000000124e-02,7.864999999999999769e-02
-2.234399999999999928e-02,5.140000000000000124e-02,7.421300000000000119e-02
-2.965599999999999833e-02,5.140000000000000124e-02,9.196100000000000108e-02
-2.965599999999999833e-02,5.140000000000000124e-02,8.752400000000000457e-02
-2.965599999999999833e-02,5.140000000000000124e-02,8.308699999999999419e-02
-2.965599999999999833e-02,5.140000000000000124e-02,7.864999999999999769e-02
-2.965599999999999833e-02,5.140000000000000124e-02,7.421300000000000119e-02
-4.068499999999999894e-02,5.140000000000000124e-02,9.303699999999999470e-02
-4.068499999999999894e-02,5.140000000000000124e-02,8.871900000000000619e-02
-4.586599999999999705e-02,5.140000000000000124e-02,9.303699999999999470e-02
-4.586599999999999705e-02,5.140000000000000124e-02,8.871900000000000619e-02
2.930699999999999972e-02,9.230399999999999716e-02,7.288699999999999346e-02
3.707599999999999785e-02,9.159299999999999387e-02,7.179599999999999871e-02
4.332099999999999840e-02,9.094900000000000206e-02,7.083799999999999819e-02
4.956499999999999795e-02,9.030399999999999539e-02,6.987999999999999767e-02
3.166100000000000164e-02,9.161700000000000399e-02,7.857400000000000495e-02
3.790500000000000119e-02,9.097299999999999831e-02,7.761700000000000543e-02
4.414900000000000074e-02,9.032800000000000551e-02,7.665900000000000492e-02
5.039300000000000029e-02,8.968399999999999983e-02,7.570100000000000440e-02
